date,평균기온,최저기온,최고기온,강수 계속시간,일강수량,최대 순간 풍속,최대 순간 풍속 풍향,최대 풍속,최대 풍속 풍향,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,합계 일조 시간,시간당 최다일사량,합계 일사,일 최심적설,합계 대형증발량,안개 계속시간,PM10,PM2.5,O3,NO2,CO,SO2,187750,45060,83550,45520,22100,종합대기상태,종합대기지수,주오염물질,china_PM25
2017-01-26,-1.3,-7.9,3.4,0.83,0.3,11.9,200.0,5.6,180.0,2.2,1910.0,-7.3,44.0,64.4,3.8,1015.8,5.7,1.38,7.06,1.5,1.1,,66.0,52.0,0.006,0.067,1.0,0.006,0.00625,0.011173184,0.0,0.0,0.008802817,나쁨,174.0,초미세먼지(PM2.5),139.7
2017-01-27,-2.6,-5.7,3.1,1.67,3.0,11.6,270.0,6.1,270.0,3.4,2968.0,-12.7,28.0,47.3,2.5,1016.5,9.2,1.83,11.32,0.9,1.5,,102.0,18.0,0.027000000000000003,0.017,0.3,0.003,,,,,,나쁨,103.0,미세먼지(PM10),242.0
2017-01-28,-1.6,-8.2,4.3,,,6.0,20.0,3.3,50.0,1.7,1455.0,-14.8,17.0,38.0,2.0,1016.0,7.8,1.83,10.22,,1.6,,31.0,13.0,0.011000000000000001,0.038,0.5,0.003,,,,,,보통,63.0,이산화질소,44.6
2017-01-29,0.8,-0.9,2.5,13.2,4.5,6.4,290.0,4.2,270.0,1.8,1514.0,-4.8,33.0,71.1,4.6,1008.3,0.0,0.39,1.94,2.1,0.4,,26.0,16.0,0.006,0.042,0.6,0.003,,,,,,보통,70.0,이산화질소,464.2
2017-01-30,-4.8,-7.9,-0.9,1.58,0.1,8.8,290.0,5.8,290.0,3.3,2830.0,-11.3,44.0,61.4,2.7,1014.4,8.7,1.92,11.49,2.2,1.1,,46.0,33.0,0.028999999999999998,0.015,0.4,0.004,,,,,,보통,70.0,이산화질소,221.2
2017-01-31,-5.4,-9.9,0.2,,,6.0,290.0,3.5,290.0,1.7,1447.0,-16.0,26.0,44.8,1.7,1018.2,8.2,1.84,10.8,1.5,1.3,,26.0,17.0,0.012,0.037000000000000005,0.5,0.003,0.015060241,-0.00929368,-0.012173913,0.008169935,-0.012216405,보통,61.0,이산화질소,21.0
2017-02-01,-4.0,-7.5,0.7,,,8.6,320.0,5.2,290.0,2.5,2184.0,-14.7,27.0,44.5,2.0,1018.2,9.5,1.94,12.02,0.8,1.7,,34.0,21.0,0.019,0.032,0.5,0.004,0.006097561,0.0037664779999999998,0.0017271160000000001,0.0032679740000000003,-0.005244755,보통,54.0,초미세먼지(PM2.5),70.6
2017-02-02,-2.7,-9.2,3.3,,,8.4,270.0,6.0,290.0,2.7,2313.0,-11.6,22.0,52.9,2.9,1019.4,9.6,1.98,12.2,,1.4,,30.0,17.0,0.017,0.035,0.5,0.004,-0.060869565,0.0037037040000000004,-0.005154639,-0.008103728000000001,0.005172414,보통,58.0,이산화질소,67.7
2017-02-03,1.5,-2.3,6.7,,,7.0,270.0,4.4,250.0,1.5,1306.0,-4.5,39.0,65.4,4.4,1016.0,9.2,1.73,10.33,,1.3,,64.0,44.0,0.019,0.051,0.7,0.006,0.0,0.007561437,-0.003521127,0.0,0.0034904009999999997,보통,100.0,초미세먼지(PM2.5),98.1
2017-02-04,0.9,-2.9,3.2,,,4.9,20.0,3.0,50.0,1.6,1399.0,-4.2,56.0,69.4,4.5,1010.3,1.0,0.56,3.59,,0.8,,90.0,69.0,0.004,0.07,1.1,0.005,,,,,,나쁨,224.0,초미세먼지(PM2.5),134.5
2017-02-05,1.2,-1.5,2.3,9.95,0.5,7.8,270.0,4.8,270.0,2.1,1786.0,-2.8,59.0,75.3,5.0,1003.0,0.0,0.48,2.44,,0.6,,69.0,56.0,0.013999999999999999,0.044000000000000004,0.8,0.005,,,,,,나쁨,135.0,초미세먼지(PM2.5),235.0
2017-02-06,-1.7,-4.4,2.6,,,8.9,270.0,4.8,270.0,3.0,2549.0,-10.7,33.0,51.0,2.7,1011.5,9.8,1.94,12.49,,1.5,,38.0,27.0,0.03,0.021,0.4,0.004,0.0,0.007604563000000001,0.01754386,0.0,0.0,보통,66.0,초미세먼지(PM2.5),225.1
2017-02-07,-2.0,-5.6,3.0,,,5.2,20.0,3.5,270.0,1.5,1331.0,-12.5,29.0,45.4,2.3,1014.4,4.1,1.31,7.68,,1.1,,36.0,23.0,0.008,0.044000000000000004,0.5,0.004,-0.00308642,0.0037593979999999997,0.0,0.0,0.0,보통,73.0,이산화질소,28.6
2017-02-08,-2.2,-4.9,0.6,,,7.8,250.0,4.9,270.0,2.0,1771.0,-11.5,31.0,50.1,2.6,1008.4,1.2,0.89,5.84,,1.2,,51.0,31.0,0.009000000000000001,0.044000000000000004,0.7,0.005,0.0125,0.0018939389999999999,0.003478261,0.0,-0.007067138000000001,보통,74.0,초미세먼지(PM2.5),70.0
2017-02-09,-5.3,-7.1,-2.1,,,11.0,270.0,6.7,290.0,3.8,3312.0,-15.0,30.0,47.0,1.9,1005.1,8.8,2.08,11.31,,1.4,,48.0,19.0,0.027000000000000003,0.016,0.3,0.003,0.0,0.0,0.012216405,0.004983389,0.0,보통,58.0,미세먼지(PM10),98.2
2017-02-10,-6.6,-9.3,-2.5,,,10.7,250.0,6.2,290.0,4.1,3507.0,-17.0,29.0,44.3,1.6,1007.5,9.6,2.06,13.12,,1.5,,32.0,18.0,0.027000000000000003,0.015,0.3,0.003,0.009433961999999999,0.0018181820000000002,0.0034602079999999998,0.0,0.0035842290000000004,좋음,47.0,초미세먼지(PM2.5),15.0
2017-02-11,-4.8,-9.2,0.8,,,9.8,360.0,5.6,290.0,2.8,2416.0,-15.0,31.0,45.4,1.9,1013.5,9.7,2.09,13.41,,1.5,,28.0,16.0,0.025,0.018000000000000002,0.3,0.003,,,,,,좋음,43.0,초미세먼지(PM2.5),14.9
2017-02-12,-2.2,-7.4,4.2,,,7.9,270.0,4.8,250.0,2.1,1844.0,-11.3,30.0,51.3,2.6,1017.8,9.8,2.11,13.67,,1.7,,29.0,19.0,0.021,0.03,0.4,0.004,,,,,,좋음,50.0,이산화질소,36.0
2017-02-13,0.1,-5.4,6.1,,,6.4,270.0,3.9,250.0,1.6,1346.0,-7.2,31.0,59.6,3.8,1019.5,6.4,1.51,9.32,,1.3,,42.0,29.0,0.006,0.057,0.7,0.006,0.003039514,-0.007181329,0.003472222,0.008403361,-0.007067138000000001,보통,95.0,이산화질소,167.7
2017-02-14,0.3,-4.0,6.5,,,7.5,180.0,4.2,290.0,2.5,2167.0,-10.9,22.0,46.0,2.8,1021.8,9.8,2.1,13.79,,2.0,,47.0,32.0,0.022000000000000002,0.036000000000000004,0.4,0.005,-0.041009464,0.016423358,0.0,0.0,0.00174216,보통,77.0,초미세먼지(PM2.5),131.8
2017-02-15,1.8,-3.9,8.0,,,5.9,250.0,3.4,200.0,1.4,1227.0,-7.5,28.0,52.1,3.5,1018.9,8.9,1.8,11.14,,1.6,,59.0,43.0,0.006999999999999999,0.069,0.9,0.006999999999999999,-0.006389776,-0.010810811000000002,0.0,0.001672241,0.0,나쁨,110.0,이산화질소,161.3
2017-02-16,5.5,-1.9,10.3,1.12,0.0,7.2,230.0,4.1,230.0,2.0,1692.0,-1.1,38.0,63.9,6.2,1009.0,2.1,0.86,5.08,,1.0,,73.0,54.0,0.008,0.07200000000000001,1.2,0.006999999999999999,0.0063694269999999996,0.001814882,0.001709402,0.009966777,0.0034904009999999997,나쁨,178.0,초미세먼지(PM2.5),208.5
2017-02-17,0.8,-5.2,9.0,5.17,4.0,11.5,250.0,6.1,250.0,3.9,3410.0,-7.5,27.0,56.9,3.9,1010.8,9.5,2.26,14.39,,1.9,0.17,42.0,16.0,0.03,0.019,0.3,0.003,-0.009287926,-0.010733453,0.0,0.0,0.0,보통,54.0,미세먼지(PM10),268.6
2017-02-18,-2.6,-7.0,2.9,,,10.2,270.0,6.2,320.0,2.8,2460.0,-12.5,21.0,49.4,2.5,1014.9,10.0,2.17,14.56,,1.8,,29.0,16.0,0.028999999999999998,0.021,0.3,0.004,,,,,,좋음,48.0,오존,23.7
2017-02-19,2.3,-3.4,5.7,8.62,1.0,8.9,200.0,4.5,160.0,1.9,1678.0,-3.5,32.0,68.0,4.9,1004.8,1.2,1.55,5.12,,1.1,,43.0,28.0,0.013000000000000001,0.046,0.6,0.004,,,,,,보통,76.0,이산화질소,67.8
2017-02-20,-1.5,-5.2,5.4,3.08,0.5,12.3,290.0,7.8,290.0,4.2,3609.0,-10.4,34.0,53.8,3.2,1007.1,9.9,2.21,14.19,,1.6,0.67,40.0,20.0,0.033,0.016,0.3,0.003,0.0125,0.0,0.008547009,0.004934211,0.011925043,보통,53.0,오존,135.8
2017-02-21,-0.6,-7.6,6.9,,,5.5,360.0,3.2,200.0,1.6,1386.0,-13.8,22.0,37.1,2.1,1018.4,9.9,2.22,14.09,,2.2,,47.0,30.0,0.01,0.052000000000000005,0.6,0.004,0.011940299,-0.008976661,0.0,0.006557377,-0.003231018,보통,86.0,이산화질소,29.8
2017-02-22,1.7,-0.9,2.9,10.92,5.1,10.2,250.0,6.7,290.0,2.7,2304.0,-4.0,30.0,70.8,4.8,1005.6,0.0,0.35,2.21,,0.5,,36.0,28.0,0.008,0.049,0.6,0.004,0.0,0.0036036040000000003,0.0,0.003289474,-0.003257329,보통,81.0,이산화질소,67.6
2017-02-23,-1.5,-4.2,2.1,,,11.6,250.0,6.7,290.0,3.8,3259.0,-9.5,33.0,56.4,3.0,1008.4,10.2,2.33,15.33,,1.9,,33.0,21.0,0.034,0.017,0.4,0.004,-0.005988024000000001,0.001792115,0.00676819,-0.0049423390000000005,0.0,보통,54.0,초미세먼지(PM2.5),106.1
2017-02-24,-0.8,-5.8,4.4,,,8.8,270.0,5.5,250.0,2.2,1891.0,-10.3,22.0,51.3,2.9,1013.4,9.0,2.29,14.28,,1.7,,28.0,17.0,0.023,0.033,0.4,0.004,-0.012307692,-0.003521127,0.001686341,0.0,-0.007949125999999999,보통,54.0,이산화질소,77.9
2017-02-25,2.6,-2.8,8.4,,,9.8,290.0,5.4,250.0,2.3,2029.0,-4.3,32.0,63.6,4.5,1011.1,10.1,2.27,15.11,,2.1,,46.0,31.0,0.018000000000000002,0.044000000000000004,0.6,0.005,,,,,,보통,74.0,초미세먼지(PM2.5),48.3
2017-02-26,3.6,-1.5,10.1,,,8.2,270.0,5.2,290.0,2.1,1820.0,-6.5,19.0,52.8,3.9,1014.0,10.3,2.29,14.97,,2.4,,46.0,33.0,0.023,0.034,0.5,0.005,,,,,,보통,77.0,초미세먼지(PM2.5),25.8
2017-02-27,3.7,-1.8,10.7,,,7.3,290.0,4.0,270.0,1.8,1550.0,-10.1,18.0,37.4,2.9,1016.4,10.6,2.32,15.89,,2.8,,33.0,21.0,0.013999999999999999,0.047,0.5,0.004,0.0,0.012302285,0.0,0.0,0.004769475,보통,78.0,이산화질소,33.4
2017-02-28,5.6,-1.3,12.3,,,7.0,230.0,4.2,200.0,2.0,1742.0,-7.1,23.0,41.5,3.6,1013.9,9.8,2.16,14.29,,2.6,,40.0,26.0,0.013999999999999999,0.057,0.7,0.006,0.012539185,0.0017699120000000002,-0.005067568,0.0016835020000000001,0.0,보통,95.0,이산화질소,73.5
2017-03-01,5.0,2.0,11.4,7.67,5.0,10.7,290.0,5.9,270.0,1.8,1587.0,-2.1,27.0,65.0,5.4,1006.0,1.2,1.55,6.72,,1.4,,57.0,43.0,0.019,0.054000000000000006,0.6,0.005,,,,,,보통,97.0,초미세먼지(PM2.5),58.7
2017-03-02,1.8,-1.1,6.6,2.92,0.5,8.6,270.0,5.7,250.0,3.1,2679.0,-5.9,34.0,59.5,4.1,1005.2,9.7,2.37,15.81,,2.1,,32.0,22.0,0.031,0.023,0.4,0.003,-0.018518519,-0.0037037040000000004,-0.006779661,0.0,0.006472492,보통,56.0,초미세먼지(PM2.5),26.5
2017-03-03,3.3,-3.1,10.4,,,9.5,250.0,5.0,270.0,2.1,1787.0,-5.2,35.0,54.4,4.3,1009.6,10.5,2.22,15.05,,2.1,,39.0,21.0,0.018000000000000002,0.045,0.5,0.004,-0.012779553,0.0037037040000000004,-0.005163511,0.0,0.0,보통,75.0,이산화질소,42.2
2017-03-04,5.7,0.1,12.7,,,6.4,270.0,3.9,290.0,1.6,1398.0,-2.1,31.0,60.0,5.2,1008.4,10.7,2.32,15.33,,2.4,,52.0,34.0,0.013999999999999999,0.055999999999999994,0.7,0.005,,,,,,보통,93.0,이산화질소,71.6
2017-03-05,5.2,1.2,10.4,3.17,0.5,7.9,270.0,4.9,270.0,2.1,1844.0,0.2,44.0,71.6,6.2,1005.6,6.2,1.94,10.86,,1.8,,60.0,44.0,0.028999999999999998,0.039,0.5,0.004,,,,,,보통,100.0,초미세먼지(PM2.5),82.8
2017-03-06,0.1,-2.8,4.0,,,12.2,290.0,6.7,290.0,4.0,3467.0,-12.2,20.0,41.3,2.5,1006.0,10.9,2.52,17.51,,2.8,,34.0,24.0,0.033,0.018000000000000002,0.3,0.003,-0.013114754,-0.014760148,-0.007042254,-0.0017123289999999998,0.008143322,보통,59.0,초미세먼지(PM2.5),103.2
2017-03-07,-1.3,-4.0,2.9,0.42,0.0,12.7,270.0,6.5,320.0,3.9,3368.0,-14.6,23.0,37.5,2.0,1006.0,10.9,2.51,17.54,,2.4,,31.0,19.0,0.035,0.016,0.3,0.003,0.003344482,-0.007380074,-0.014134276000000001,0.0,-0.008038585,보통,54.0,오존,32.4
2017-03-08,-0.1,-5.3,5.0,0.58,0.0,12.1,250.0,6.2,200.0,3.1,2680.0,-9.4,28.0,50.6,3.1,1003.9,8.1,2.5,13.6,,1.9,,40.0,18.0,0.027999999999999997,0.026000000000000002,0.4,0.003,0.00330033,0.001824818,0.005163511,-0.0017123289999999998,0.003205128,보통,52.0,미세먼지(PM10),14.4
2017-03-09,3.2,-2.7,10.7,,,11.7,270.0,7.3,200.0,3.1,2703.0,-7.5,26.0,47.3,3.5,1002.1,10.5,2.4,15.76,,2.6,,43.0,19.0,0.027000000000000003,0.033,0.5,0.004,0.02006689,0.0,-0.006884682,0.0,0.0015772870000000001,보통,54.0,이산화질소,17.0
2017-03-10,4.8,-1.2,12.2,,,7.9,290.0,5.0,270.0,2.2,1860.0,-9.5,18.0,37.4,3.0,1008.7,10.9,2.49,17.26,,3.2,,42.0,24.0,0.023,0.042,0.5,0.004,0.051612902999999995,0.0,-0.012068966,0.003389831,0.007961783,보통,70.0,이산화질소,26.6
2017-03-11,7.3,-0.2,16.7,,,8.1,290.0,5.2,270.0,1.8,1546.0,-7.0,17.0,37.4,3.7,1012.4,11.0,2.41,16.7,,3.0,,59.0,37.0,0.018000000000000002,0.062,0.7,0.006,,,,,,나쁨,102.0,이산화질소,40.1
2017-03-12,8.2,4.4,14.0,1.25,0.0,9.1,250.0,6.1,270.0,2.0,1718.0,0.0,31.0,58.4,6.3,1010.2,2.3,1.61,8.84,,1.8,,84.0,61.0,0.026000000000000002,0.06,0.8,0.006,,,,,,나쁨,151.0,초미세먼지(PM2.5),75.5
2017-03-13,6.9,1.5,12.2,,,7.8,320.0,5.1,320.0,2.5,2166.0,-3.6,28.0,49.8,4.7,1007.9,10.3,2.43,16.79,,3.0,,58.0,39.0,0.036000000000000004,0.027000000000000003,0.5,0.004,0.003205128,0.003656307,0.003436426,0.008417508,0.0062992130000000006,보통,90.0,초미세먼지(PM2.5),31.3
2017-03-14,5.8,1.0,10.9,,,9.6,250.0,6.0,320.0,3.2,2769.0,-8.4,20.0,37.5,3.3,1008.2,11.2,2.52,17.81,,3.6,,46.0,26.0,0.035,0.024,0.4,0.004,0.015673981,0.0,-0.005145798,0.00331675,0.004716980999999999,보통,64.0,초미세먼지(PM2.5),22.9
2017-03-15,6.3,0.4,13.3,,,8.4,290.0,5.0,270.0,2.1,1843.0,-8.9,16.0,34.9,3.2,1012.3,11.2,2.48,17.71,,3.3,,37.0,21.0,0.023,0.039,0.5,0.003,0.0,0.0,0.0,0.0,0.0,보통,65.0,이산화질소,32.8
2017-03-16,6.2,1.0,13.4,,,8.6,180.0,5.2,250.0,1.9,1672.0,-6.8,20.0,41.8,3.7,1011.1,10.8,2.31,16.57,,3.0,,60.0,39.0,0.022000000000000002,0.055999999999999994,0.6,0.005,0.0,0.003629764,0.0,-0.00676819,0.007751938000000001,보통,93.0,이산화질소,58.5
2017-03-17,7.7,1.2,15.7,,,8.7,270.0,5.6,290.0,2.0,1725.0,-5.3,17.0,43.1,4.2,1012.9,10.9,2.28,16.6,,3.4,,71.0,51.0,0.024,0.059000000000000004,0.7,0.005,0.009287926,0.008818342,0.0,0.010050251,-0.004608295,나쁨,120.0,초미세먼지(PM2.5),109.5
2017-03-18,9.5,5.9,16.1,,,9.3,230.0,5.9,270.0,2.3,1946.0,-6.7,15.0,34.1,3.8,1013.8,9.2,2.4,15.94,,3.6,,75.0,53.0,0.027000000000000003,0.065,0.7,0.008,,,,,,나쁨,174.0,초미세먼지(PM2.5),123.9
2017-03-19,10.9,3.2,18.9,,,6.4,320.0,4.1,320.0,1.6,1416.0,-4.6,18.0,36.0,4.3,1014.9,10.9,2.47,17.09,,3.8,,70.0,51.0,0.03,0.05,0.7,0.005,,,,,,나쁨,120.0,초미세먼지(PM2.5),137.6
2017-03-20,10.2,6.0,15.5,,,7.3,290.0,4.3,270.0,1.8,1571.0,-3.2,23.0,40.4,4.9,1008.5,0.0,0.94,6.43,,1.9,,90.0,62.0,0.008,0.07400000000000001,0.9,0.006,0.015479876000000002,0.014035088000000001,0.005154639,0.015025041999999999,0.010802468999999999,나쁨,204.0,초미세먼지(PM2.5),199.5
2017-03-21,7.4,4.3,12.6,,,10.3,320.0,6.2,290.0,3.1,2675.0,-3.8,21.0,48.1,4.8,1005.8,9.2,2.43,14.74,,2.9,,91.0,62.0,0.032,0.032,0.6,0.006,0.0,0.0,-0.0034246579999999997,0.0016339870000000002,0.005970149,나쁨,154.0,초미세먼지(PM2.5),168.9
2017-03-22,7.6,1.9,14.1,,,8.1,270.0,5.4,290.0,2.5,2161.0,-8.4,16.0,32.8,3.2,1010.2,10.3,2.57,18.17,,3.6,,45.0,27.0,0.033,0.035,0.4,0.004,-0.012539185,-0.018018018,0.0,-0.019077901,0.0044977509999999995,보통,66.0,초미세먼지(PM2.5),80.8
2017-03-23,9.1,5.1,15.0,,,7.5,270.0,5.4,230.0,2.2,1935.0,-6.3,17.0,34.0,3.8,1009.8,8.6,2.33,15.76,,3.7,,65.0,39.0,0.027999999999999997,0.047,0.6,0.004,-0.006451613,0.003663004,-0.0017241379999999998,0.0,0.0029940120000000003,보통,90.0,초미세먼지(PM2.5),116.4
2017-03-24,8.7,3.9,15.2,,,7.5,250.0,4.9,270.0,2.1,1822.0,-4.1,21.0,41.4,4.6,1010.4,7.9,1.97,14.18,,2.7,,53.0,32.0,0.018000000000000002,0.051,0.5,0.004,0.009259259,0.011029411999999999,-0.005263158,-0.011128776000000002,0.005925926,보통,85.0,이산화질소,145.4
2017-03-25,8.1,5.0,12.6,,,7.8,270.0,4.9,200.0,2.1,1796.0,-5.0,17.0,41.1,4.3,1008.8,5.9,1.77,12.08,,2.6,,64.0,44.0,0.021,0.051,0.6,0.005,,,,,,보통,100.0,초미세먼지(PM2.5),92.8
2017-03-26,7.3,4.8,11.6,,,8.0,230.0,5.0,270.0,2.2,1941.0,-2.2,30.0,53.1,5.3,1007.8,5.4,1.91,12.83,,2.2,,59.0,41.0,0.028999999999999998,0.039,0.5,0.005,,,,,,보통,95.0,초미세먼지(PM2.5),58.8
2017-03-27,6.1,4.4,10.9,2.58,0.4,17.9,320.0,8.5,320.0,2.5,2169.0,0.3,38.0,67.4,6.3,1009.3,3.5,1.4,8.45,,1.4,,69.0,51.0,0.033,0.038,0.8,0.004,-0.003115265,0.001824818,0.0,0.0,0.008915305,나쁨,120.0,초미세먼지(PM2.5),33.6
2017-03-28,7.1,2.5,12.7,,,7.6,230.0,4.6,230.0,1.9,1603.0,-1.1,28.0,59.8,5.7,1012.5,6.9,1.85,13.18,,2.4,,82.0,58.0,0.019,0.053,0.8,0.005,0.0,0.0018587360000000002,-0.00877193,0.0,0.004559271,나쁨,139.0,초미세먼지(PM2.5),25.0
2017-03-29,8.8,4.7,14.4,,,7.2,250.0,4.6,270.0,2.3,1958.0,-0.7,22.0,54.9,5.9,1012.0,10.8,2.58,17.57,,2.9,,57.0,40.0,0.035,0.038,0.5,0.004,-0.032171582000000004,0.0035842290000000004,0.0,-0.009230769,0.00433526,보통,92.0,초미세먼지(PM2.5),55.6
2017-03-30,10.6,4.1,17.1,,,7.0,290.0,4.4,290.0,1.9,1640.0,-0.1,27.0,50.0,6.1,1010.9,9.1,2.46,17.17,,3.2,,62.0,40.0,0.026000000000000002,0.049,0.6,0.004,0.030726257000000003,0.0,0.0070298769999999995,0.003164557,0.001443001,보통,92.0,초미세먼지(PM2.5),110.8
2017-03-31,8.6,4.9,12.4,9.17,1.5,9.8,20.0,4.9,50.0,2.4,2056.0,3.3,51.0,70.6,7.8,1007.8,0.2,1.02,4.85,,1.1,,49.0,33.0,0.018000000000000002,0.047,0.6,0.003,0.0026954179999999998,0.0,0.0,-0.00308642,0.004285714,보통,78.0,이산화질소,108.0
2017-04-01,9.0,4.8,15.1,0.67,1.0,11.2,20.0,5.2,250.0,2.1,1801.0,1.1,27.0,60.5,6.7,1005.5,10.3,2.72,15.86,,2.6,,20.0,14.0,0.033,0.027999999999999997,0.4,0.002,,,,,,보통,53.0,오존,51.1
2017-04-02,9.0,3.1,15.8,,,9.4,200.0,5.3,230.0,2.1,1832.0,-1.1,25.0,53.1,5.7,1008.1,11.6,2.68,19.44,,3.6,,45.0,32.0,0.033,0.036000000000000004,0.5,0.004,,,,,,보통,77.0,초미세먼지(PM2.5),38.5
2017-04-03,11.4,4.3,19.2,,,8.0,270.0,5.4,290.0,2.1,1776.0,-0.8,19.0,45.6,5.8,1012.1,11.7,2.73,20.1,,4.2,,75.0,53.0,0.034,0.052000000000000005,0.6,0.006,0.026041667,0.0,-0.008710800999999999,0.012345678999999998,0.012693935,나쁨,124.0,초미세먼지(PM2.5),60.3
2017-04-04,14.1,6.7,21.8,,,8.0,290.0,5.0,270.0,2.0,1710.0,-1.9,17.0,35.3,5.3,1013.1,10.9,2.46,18.32,,4.5,,72.0,48.0,0.037000000000000005,0.055999999999999994,0.7,0.005,0.024752475,0.005671078,0.006884682,0.004594181,0.0055096419999999995,나쁨,109.0,초미세먼지(PM2.5),141.7
2017-04-05,12.0,10.8,14.2,15.5,37.5,8.3,90.0,5.5,50.0,2.4,2074.0,4.8,28.0,66.0,9.2,1006.2,0.0,0.55,3.29,,1.0,,54.0,36.0,0.012,0.066,0.7,0.006,0.01010101,0.0018621970000000001,-0.001623377,0.015649452,0.0,나쁨,106.0,이산화질소,136.6
2017-04-06,10.4,9.4,12.4,9.17,3.0,9.4,200.0,5.1,200.0,2.4,2104.0,8.8,75.0,90.0,11.3,1001.9,0.3,0.87,4.66,,0.9,3.02,23.0,17.0,0.023,0.031,0.4,0.003,0.007936508,0.003738318,-0.003252033,0.006116208000000001,0.0013850420000000002,보통,51.0,이산화질소,120.6
2017-04-07,14.5,9.0,23.5,,,6.8,270.0,4.8,290.0,2.1,1851.0,8.0,35.0,68.1,10.8,1003.6,9.0,2.69,18.39,,3.2,,43.0,30.0,0.022000000000000002,0.04,0.5,0.003,-0.007894736999999999,-0.001848429,-0.004807692,0.013215858999999998,0.004137931,보통,72.0,초미세먼지(PM2.5),104.0
2017-04-08,13.0,8.6,19.9,1.83,0.5,8.8,250.0,5.6,250.0,2.5,2122.0,8.2,47.0,74.5,10.9,1002.2,6.9,2.5,16.31,,2.6,,64.0,44.0,0.021,0.040999999999999995,0.6,0.003,,,,,,보통,100.0,초미세먼지(PM2.5),99.8
2017-04-09,14.8,10.6,20.5,3.75,0.5,10.2,50.0,5.8,70.0,2.8,2441.0,6.0,34.0,59.6,9.5,1003.8,6.7,2.49,16.96,,4.2,,41.0,28.0,0.026000000000000002,0.028999999999999998,0.5,0.002,,,,,,보통,66.0,초미세먼지(PM2.5),
2017-04-10,16.5,10.1,23.3,,,9.0,70.0,5.4,70.0,2.8,2407.0,-5.0,10.0,25.8,4.4,1001.5,11.7,2.93,22.11,,6.0,,27.0,17.0,0.026000000000000002,0.04,0.4,0.003,0.238961039,0.036297641,0.062200957,0.11600587400000001,-0.005610098000000001,보통,66.0,이산화질소,
2017-04-11,15.3,11.5,20.2,,,12.3,290.0,6.8,250.0,3.2,2742.0,0.1,20.0,36.8,6.5,995.9,9.0,2.77,18.42,,5.7,,52.0,23.0,0.034,0.034,0.4,0.003,-0.007653061,0.012173913,-0.006557377,-0.015421115,0.0014245010000000001,보통,62.0,미세먼지(PM10),
2017-04-12,11.5,8.8,16.4,,,11.8,360.0,7.0,250.0,3.7,3175.0,-11.4,10.0,21.8,2.8,1004.5,11.2,2.92,21.62,,5.5,,55.0,11.0,0.04,0.017,0.3,0.003,0.008042895,0.066777963,0.028333333,-0.020761246,0.0,보통,64.0,미세먼지(PM10),
2017-04-13,12.7,6.3,19.6,0.42,0.0,8.9,200.0,5.4,200.0,2.5,2142.0,2.2,15.0,54.0,7.4,1005.9,9.4,2.29,16.62,,4.0,,63.0,26.0,0.034,0.037000000000000005,0.5,0.005,0.016666667,0.022727273,0.010152284000000001,0.0225,0.00284495,보통,70.0,미세먼지(PM10),
2017-04-14,13.0,10.1,17.7,4.58,6.0,15.6,180.0,8.1,200.0,3.5,3008.0,4.2,28.0,57.9,8.6,1001.6,4.6,1.84,8.26,,2.1,,50.0,21.0,0.04,0.037000000000000005,0.4,0.005,-0.002724796,0.0,0.0,-0.030100334,-0.005681818000000001,보통,61.0,이산화질소,
2017-04-15,16.8,10.9,24.3,,,9.4,270.0,5.2,270.0,2.2,1938.0,8.0,31.0,59.4,10.7,1003.5,9.8,2.7,20.01,,4.0,,59.0,29.0,0.043,0.037000000000000005,0.5,0.005,,,,,,보통,69.0,초미세먼지(PM2.5),
2017-04-16,18.7,12.9,24.4,,,6.3,180.0,3.8,270.0,1.4,1181.0,8.2,32.0,52.9,10.9,1004.1,6.5,2.31,,,2.0,,55.0,31.0,0.028999999999999998,0.051,0.6,0.005,,,,,,보통,85.0,이산화질소,
2017-04-17,14.7,11.2,18.0,5.83,5.5,11.0,320.0,6.4,320.0,2.2,1877.0,8.1,37.0,66.5,10.9,992.1,0.7,0.94,4.44,,1.2,,40.0,23.0,0.022000000000000002,0.051,0.6,0.003,0.005714286,0.008361204,0.006908463,0.011235955,0.017621145,보통,85.0,이산화질소,
2017-04-18,11.7,9.4,17.4,3.5,7.5,11.0,250.0,6.1,230.0,2.5,2177.0,7.5,54.0,76.5,10.4,988.8,2.7,1.61,6.2,,1.5,,35.0,20.0,0.022000000000000002,0.04,0.5,0.003,0.066860465,0.017094017,0.003442341,0.005512679,0.011126565,보통,66.0,이산화질소,
2017-04-19,12.6,7.0,18.4,,,10.1,290.0,6.6,270.0,2.9,2481.0,-0.6,25.0,43.1,5.9,999.9,12.3,2.92,23.08,,4.8,,69.0,14.0,0.032,0.024,0.3,0.003,0.013812155,0.0,-0.003333333,-0.010526316,-0.008298755,보통,75.0,미세먼지(PM10),25.7
2017-04-20,12.9,9.9,18.2,0.42,0.1,7.9,230.0,4.8,230.0,2.3,2022.0,1.0,27.0,45.4,6.6,1002.2,2.6,1.88,10.27,,2.7,,71.0,19.0,0.028999999999999998,0.04,0.4,0.004,0.0028169009999999997,0.004918033,0.0,0.038135592999999995,-0.001410437,보통,77.0,미세먼지(PM10),39.3
