date,187750,45060,83550,45520,22100
20150102,4440,492,3658,3840,5250
20150105,4440,493,3584,3920,5150
20150106,4440,494,3599,3945,5160
20150107,4440,495,3790,3985,5130
20150108,4440,496,3751,3960,5210
20150109,4296,497,3785,4015,5450
20150112,4399,498,3839,4025,5350
20150113,4388,499,3726,4040,5450
20150114,4378,500,3682,4020,5450
20150115,4717,501,3721,4010,5320
20150116,4830,502,3658,4000,5340
20150119,5056,503,3716,4105,5380
20150120,5077,504,3834,4120,5340
20150121,5056,505,3819,4160,5660
20150122,5159,506,3824,4030,5550
20150123,5323,507,3849,4135,5690
20150126,5262,508,3834,4130,5630
20150127,5210,509,3760,4150,5530
20150128,5210,510,3751,4155,5620
20150129,5190,511,3829,4140,5570
20150130,5323,512,3878,4130,5500
20150202,5961,513,3937,4195,5570
20150203,6618,514,3912,4125,5680
20150204,7358,515,4005,4215,5770
20150205,7050,516,3991,4220,5800
20150206,6906,517,3961,4370,5710
20150209,7512,518,3961,4450,5690
20150210,7502,519,3888,4425,5840
20150211,7461,520,3907,4425,5910
20150212,7163,521,3756,4245,5840
20150213,7389,522,3790,4310,5890
20150216,7194,523,3863,4325,5850
20150217,7194,524,3888,4275,5870
20150223,6762,525,3902,4305,5870
20150224,6413,526,3956,4240,5870
20150225,6505,527,3951,4220,5840
20150226,6670,528,3942,4235,5770
20150227,6783,529,3966,4360,5840
20150302,6814,530,4123,4365,6120
20150303,6814,531,4137,4570,6120
20150304,6629,532,4387,4655,6100
20150305,6721,533,4358,4630,6160
20150306,6721,534,4172,4600,6110
20150309,6783,535,4172,4645,6020
20150310,6588,536,4113,4615,6070
20150311,6403,537,4142,4575,5990
20150312,6783,538,4260,4670,6020
20150313,6886,539,4304,4700,6070
20150316,6639,540,4206,4800,5610
20150317,6618,541,4284,4800,5600
20150318,6608,542,4142,4940,5610
20150319,6752,543,4182,4875,5580
20150320,6988,544,4279,4935,5430
20150323,7831,545,4260,4955,5440
20150324,7841,546,4456,4915,5500
20150325,7995,547,4407,4810,5570
20150326,7934,548,4250,4740,5640
20150327,7687,549,4113,4780,5590
20150330,7780,550,4182,4800,5590
20150331,7708,551,4000,4650,5630
20150401,7605,552,4162,4815,5650
20150402,7441,553,4162,4880,5560
20150403,7605,554,4172,4945,5580
20150406,7728,555,4279,4910,5560
20150407,7708,556,4314,4870,5730
20150408,7584,557,4216,4890,5730
20150409,7307,558,4240,4845,5670
20150410,7091,559,4304,4785,5680
20150413,6588,560,4226,4700,5700
20150414,6618,561,4157,4690,5630
20150415,6659,562,4172,4795,5730
20150416,6659,563,4363,5150,5830
20150417,6639,564,4392,5180,5830
20150420,6773,565,4387,5210,5730
20150421,7091,566,4642,5910,5680
20150422,6988,567,4309,5480,5590
20150423,6957,568,4191,5260,5630
20150424,6814,569,4113,5180,5560
20150427,6649,570,4201,5230,5550
20150428,6783,571,4235,5090,5630
20150429,7800,572,4255,5010,5500
20150430,6639,573,4147,5080,5420
20150504,6043,574,4221,4990,5370
20150506,5827,575,4319,5090,5300
20150507,6074,576,4426,5100,5390
20150508,6310,577,4407,5130,5410
20150511,6259,578,4475,5270,5360
20150512,6372,579,4500,5360,5330
20150513,6392,580,4524,5450,5300
20150514,6187,581,4588,5400,5340
20150515,6228,582,4451,5470,5320
20150518,6218,583,4666,5020,5220
20150519,6546,584,4661,5050,5240
20150520,6731,585,4882,5050,5330
20150521,6773,586,4799,4970,5250
20150522,6711,587,4887,5000,5340
20150526,6659,588,4715,4895,5310
20150527,6567,589,4965,4785,5190
20150528,6577,590,4975,4680,5140
20150529,6259,591,5719,5370,5050
20150601,6464,592,6571,6120,5050
20150602,6433,593,7550,7030,5090
20150603,6279,594,8676,6650,5120
20150604,6259,595,7815,6600,5070
20150605,6248,596,8980,6700,5050
20150608,6403,597,7638,5700,4975
20150609,6752,598,6737,4850,5010
20150610,6731,599,6258,4525,4975
20150611,6783,600,6218,4355,5020
20150612,6865,601,5523,4140,5060
20150615,6536,602,5925,4180,5130
20150616,6310,603,5778,3980,5020
20150617,6289,604,6924,4100,5040
20150618,6320,605,6581,4035,5160
20150619,6577,606,6777,4150,5100
20150622,6742,607,5944,4060,5130
20150623,6783,608,5797,4080,5150
20150624,6742,609,5837,4180,5260
20150625,6269,610,5748,4275,5280
20150626,6269,611,5553,4365,5200
20150629,6228,612,5190,4210,5290
20150630,6146,613,5386,4275,5340
20150701,6207,614,5366,4405,5350
20150702,6403,615,5376,4530,5400
20150703,6711,616,5298,4555,5410
20150706,6680,617,5161,4755,5290
20150707,6413,618,5053,6180,5230
20150708,6372,619,5239,6240,5260
20150709,6351,620,5308,6570,5490
20150710,6361,621,5327,6180,5500
20150713,6413,622,5347,7000,5500
20150714,6433,623,5366,7000,5520
20150715,6495,624,5660,6900,5500
20150716,6485,625,5650,6300,5620
20150717,6577,626,5415,6610,5400
20150720,6557,627,5327,7120,5280
20150721,6444,628,5239,6930,5350
20150722,6341,629,5298,7030,5400
20150723,6474,630,5504,7110,5260
20150724,6444,631,5425,7100,5150
20150727,6403,632,5082,7280,5160
20150728,6238,633,4985,7340,5120
20150729,6289,634,4896,6980,5080
20150730,6166,635,4603,6690,5110
20150731,6115,636,4847,6300,5070
20150803,5961,637,4847,6500,5090
20150804,6002,638,4916,6990,5110
20150805,5961,639,5092,7000,5170
20150806,5961,640,5043,7040,5160
20150807,5950,641,5112,6900,5250
20150810,5920,642,5200,6790,5200
20150811,5673,643,5141,6770,5090
20150812,5447,644,5024,6560,5060
20150813,5159,645,5190,6790,5110
20150817,5138,646,5141,6370,5020
20150818,5416,647,4906,5080,5040
20150819,5652,648,4515,5090,4945
20150820,5580,649,4451,4995,4910
20150821,5241,650,4177,4110,4690
20150824,5334,651,3951,4140,4600
20150825,5231,652,4064,4325,4795
20150826,5508,653,4240,4365,4960
20150827,5724,654,4328,4680,5010
20150828,5508,655,4407,4770,5030
20150831,5354,656,4392,4575,5090
20150901,4789,657,4431,4385,5140
20150902,4645,658,4505,4520,5250
20150903,4686,659,4515,4470,5210
20150904,4645,660,4490,4310,5090
20150907,4594,661,4402,4460,5260
20150908,4316,662,4304,4325,5290
20150909,4440,663,4475,4370,5300
20150910,4460,664,4505,4595,5330
20150911,4594,665,4505,4615,5370
20150914,4604,666,4480,4580,5380
20150915,4604,667,4735,4860,5330
20150916,4676,668,4686,4990,5370
20150917,4697,669,4740,4710,5440
