adj_prc,cls_prc,code,date,high_prc,low_prc,shtsale_trd_qty,strt_prc,trd_qty
4205,2065,187790,20140508,2100,2030,0,2090,709.91
4175,2050,187790,20140509,2055,2045,0,2045,152.99
4185,2055,187790,20140512,2055,2045,0,2050,90.89
4175,2050,187790,20140513,2055,2050,0,2050,100.3
4175,2050,187790,20140514,2055,2035,0,2035,118.14
4185,2055,187790,20140515,2060,2050,0,2050,70.57
4175,2050,187790,20140516,2055,2050,0,2050,57.47
4175,2050,187790,20140519,2055,2050,0,2050,45.92
4195,2060,187790,20140520,2060,2050,0,2050,41.25
4185,2055,187790,20140521,2060,2055,0,2060,17.95
4195,2060,187790,20140522,2060,2055,0,2060,22.82
4236,2080,187790,20140523,2090,2060,0,2060,54.08
4277,2100,187790,20140526,2115,2065,0,2090,38.18
4297,2110,187790,20140527,2120,2100,0,2120,35.78
4470,2195,187790,20140528,2205,2120,0,2120,178.75
4399,2160,187790,20140529,2195,2160,0,2195,36.51
4613,2265,187790,20140530,2275,2185,0,2185,126.06
4653,2285,187790,20140602,2320,2250,0,2265,90.48
4623,2270,187790,20140603,2300,2250,0,2265,46.88
4582,2250,187790,20140605,2285,2230,0,2230,18.64
4562,2240,187790,20140609,2270,2235,0,2250,24.79
4603,2260,187790,20140610,2270,2220,0,2265,68.39
4521,2220,187790,20140611,2255,2220,0,2240,45.31
4501,2210,187790,20140612,2220,2200,0,2200,16.72
4480,2200,187790,20140613,2205,2190,0,2205,30.38
4460,2190,187790,20140616,2190,2170,0,2190,33.84
4521,2220,187790,20140617,2220,2180,0,2180,2.42
4480,2200,187790,20140618,2245,2160,0,2245,16.82
4460,2190,187790,20140619,2195,2170,0,2175,6.38
4511,2215,187790,20140620,2220,2170,0,2170,36.33
4501,2210,187790,20140623,2220,2180,0,2180,30
4480,2200,187790,20140624,2205,2190,0,2205,1.01
4470,2195,187790,20140625,2200,2185,0,2200,12.77
4480,2200,187790,20140626,2205,2195,0,2195,17.16
4480,2200,187790,20140627,2200,2200,0,2200,0
4460,2190,187790,20140630,2210,2190,0,2210,2.26
4450,2185,187790,20140701,2190,2180,0,2190,1.18
4379,2150,187790,20140702,2180,2140,0,2180,35.92
4389,2155,187790,20140703,2155,2135,0,2135,34.58
4348,2135,187790,20140704,2155,2125,0,2145,29.67
4338,2130,187790,20140707,2170,2130,0,2170,36.8
4328,2125,187790,20140708,2130,2120,0,2130,13.42
4358,2140,187790,20140709,2140,2110,0,2120,16.18
4358,2140,187790,20140710,2140,2130,0,2130,9.49
4338,2130,187790,20140711,2150,2120,0,2150,26.7
4358,2140,187790,20140714,2140,2115,0,2130,13.25
4317,2120,187790,20140715,2125,2115,0,2115,12.07
4338,2130,187790,20140716,2155,2115,0,2135,33.73
4389,2155,187790,20140717,2180,2130,0,2130,14.49
4379,2150,187790,20140718,2155,2130,0,2155,29.5
4338,2130,187790,20140721,2130,2120,0,2120,22.59
4317,2120,187790,20140722,2125,2120,0,2120,38.66
4307,2115,187790,20140723,2130,2090,0,2115,91.52
4338,2130,187790,20140724,2130,2090,0,2105,46.16
4379,2150,187790,20140725,2150,2125,0,2135,39.66
4328,2125,187790,20140728,2150,2100,0,2105,42.88
4317,2120,187790,20140729,2135,2090,0,2130,101.73
4297,2110,187790,20140730,2120,2100,0,2120,14.67
4307,2115,187790,20140731,2115,2110,0,2110,7.09
4338,2130,187790,20140801,2130,2120,0,2120,0.11
4348,2135,187790,20140804,2135,2100,0,2110,97.81
4338,2130,187790,20140805,2130,2100,0,2130,12.4
4328,2125,187790,20140806,2130,2120,0,2125,12.31
4338,2130,187790,20140807,2130,2110,0,2120,4.4
4338,2130,187790,20140808,2130,2100,0,2100,10.35
4338,2130,187790,20140811,2130,2100,0,2105,11.96
4338,2130,187790,20140812,2130,2095,0,2105,6.06
4338,2130,187790,20140813,2130,2105,0,2105,17.48
4358,2140,187790,20140814,2140,2130,0,2130,19.26
4358,2140,187790,20140818,2140,2140,0,2140,0
4358,2140,187790,20140819,2140,2120,0,2120,2.01
4348,2135,187790,20140820,2135,2110,0,2110,1
4307,2115,187790,20140821,2135,2105,0,2105,5.09
4328,2125,187790,20140822,2125,2125,0,2125,0
4297,2110,187790,20140825,2110,2105,0,2105,5.92
4348,2135,187790,20140826,2135,2135,0,2135,0.01
4348,2135,187790,20140827,2135,2135,0,2135,0.25
4348,2135,187790,20140828,2135,2135,0,2135,0
4338,2130,187790,20140829,2130,2130,0,2130,0
4317,2120,187790,20140901,2120,2100,0,2100,1
4307,2115,187790,20140902,2115,2115,0,2115,0
4297,2110,187790,20140903,2110,2085,0,2085,31.7
4297,2110,187790,20140904,2110,2090,0,2090,0
4277,2100,187790,20140905,2105,2075,0,2105,9.24
4267,2095,187790,20140911,2100,2065,0,2100,4.36
4277,2100,187790,20140912,2100,2080,0,2080,0.02
4277,2100,187790,20140915,2100,2100,0,2100,0
4307,2115,187790,20140916,2115,2100,0,2100,0
4246,2085,187790,20140917,2090,2085,0,2090,2.71
4236,2080,187790,20140918,2120,2075,0,2120,7.83
4267,2095,187790,20140919,2105,2085,0,2085,3.02
4256,2090,187790,20140922,2095,2090,0,2095,8
4267,2095,187790,20140923,2095,2075,0,2080,15.38
4256,2090,187790,20140924,2095,2070,0,2080,9.91
4256,2090,187790,20140925,2090,2050,0,2080,36.7
4216,2070,187790,20140926,2090,2070,0,2090,8.39
4307,2115,187790,20140929,2115,2070,0,2070,0.38
4226,2075,187790,20140930,2085,2050,0,2085,23.58
4195,2060,187790,20141001,2085,2050,0,2085,15.35
4195,2060,187790,20141002,2070,2040,0,2050,42.31
4205,2065,187790,20141006,2065,2010,0,2030,1.54
4216,2070,187790,20141007,2070,2025,0,2025,26.07
4175,2050,187790,20141008,2150,2020,0,2150,38.68
4216,2070,187790,20141010,2070,2045,0,2050,15.55
4134,2030,187790,20141013,2050,2025,0,2030,11.6
4185,2055,187790,20141014,2080,2030,0,2030,7.92
4124,2025,187790,20141015,2035,2025,0,2035,13.07
4175,2050,187790,20141016,2050,2025,0,2025,13.55
4175,2050,187790,20141017,2065,2030,0,2065,16.57
4175,2050,187790,20141020,2050,2030,0,2030,20.54
4216,2070,187790,20141021,2080,2050,0,2075,20.34
4144,2035,187790,20141022,2090,2035,0,2055,20.28
4175,2050,187790,20141023,2055,2040,0,2055,36.66
4256,2090,187790,20141024,2090,2040,0,2050,18.37
4246,2085,187790,20141027,2140,2085,0,2100,22.51
4338,2130,187790,20141028,2140,2100,0,2130,11.42
4277,2100,187790,20141029,2130,2090,0,2100,28.13
4297,2110,187790,20141030,2110,2090,0,2100,2.33
4287,2105,187790,20141031,2105,2090,0,2105,5.54
4287,2105,187790,20141103,2110,2090,0,2090,5.93
4236,2080,187790,20141104,2105,2080,0,2100,8.69
4328,2125,187790,20141105,2150,2070,0,2095,15.18
4328,2125,187790,20141106,2160,2105,0,2125,62.52
4419,2170,187790,20141107,2180,2125,0,2140,138.8
4440,2180,187790,20141110,2200,2140,0,2200,178.12
4440,2180,187790,20141111,2180,2180,0,2180,0
4440,2180,187790,20141112,2180,2180,0,2180,0
4440,2180,187790,20141113,2180,2180,0,2180,0
4440,2180,187790,20141114,2180,2180,0,2180,0
4440,2180,187790,20141117,2180,2180,0,2180,0
4440,2180,187790,20141118,2180,2180,0,2180,0
4440,2180,187790,20141119,2180,2180,0,2180,0
4440,2180,187790,20141120,2180,2180,0,2180,0
4440,2180,187790,20141121,2180,2180,0,2180,0
4440,2180,187790,20141124,2180,2180,0,2180,0
4440,2180,187790,20141125,2180,2180,0,2180,0
4440,2180,187790,20141126,2180,2180,0,2180,0
4440,2180,187790,20141127,2180,2180,0,2180,0
4440,2180,187790,20141128,2180,2180,0,2180,0
4440,2180,187790,20141201,2180,2180,0,2180,0
4440,2180,187790,20141202,2180,2180,0,2180,0
4440,2180,187790,20141203,2180,2180,0,2180,0
4440,2180,187790,20141204,2180,2180,0,2180,0
4440,2180,187790,20141205,2180,2180,0,2180,0
4440,2180,187790,20141208,2180,2180,0,2180,0
4440,2180,187790,20141209,2180,2180,0,2180,0
4440,2180,187790,20141210,2180,2180,0,2180,0
4440,2180,187790,20141211,2180,2180,0,2180,0
4440,2180,187790,20141212,2180,2180,0,2180,0
4440,2180,187790,20141215,2180,2180,0,2180,0
4440,2180,187790,20141216,2180,2180,0,2180,0
4440,2180,187790,20141217,2180,2180,0,2180,0
4440,2180,187790,20141218,2180,2180,0,2180,0
4440,2180,187790,20141219,2180,2180,0,2180,0
4440,2180,187790,20141222,2180,2180,0,2180,0
4440,2180,187790,20141223,2180,2180,0,2180,0
4440,2180,187790,20141224,2180,2180,0,2180,0
4440,2180,187790,20141226,2180,2180,0,2180,0
4440,2180,187790,20141229,2180,2180,0,2180,0
4440,2180,187790,20141230,2180,2180,0,2180,0
4440,2180,187790,20150102,2180,2180,0,2180,0
4440,2180,187790,20150105,2180,2180,0,2180,0
4440,2180,187790,20150106,2180,2180,0,2180,0
4440,2180,187790,20150107,2180,2180,0,2180,0
4440,2180,187790,20150108,2180,2180,0,2180,0
4296,2090,187790,20150109,2160,2035,0,2160,334.4
4399,2140,187790,20150112,2250,2055,0,2080,385.14
4388,2135,187790,20150113,2180,2090,0,2175,306.2
4378,2130,187790,20150114,2160,2100,0,2100,159.84
4717,2295,187790,20150115,2445,2150,0,2150,863.93
4830,2350,187790,20150116,2450,2240,0,2295,446.57
5056,2460,187790,20150119,2625,2390,0,2390,351.54
5077,2470,187790,20150120,2590,2380,0,2500,219.33
5056,2460,187790,20150121,2510,2350,0,2470,228.39
5159,2510,187790,20150122,2540,2430,0,2460,115
5323,2590,187790,20150123,2650,2510,0,2530,178.52
5262,2560,187790,20150126,2630,2545,0,2590,92.33
5210,2535,187790,20150127,2570,2465,0,2550,84.52
5210,2535,187790,20150128,2545,2455,0,2530,70.3
5190,2525,187790,20150129,2640,2525,0,2640,207.91
5323,2590,187790,20150130,2590,2505,0,2565,141.2
5961,2900,187790,20150202,2940,2590,0,2590,327.51
6618,3220,187790,20150203,3335,2930,0,2930,522.79
7358,3580,187790,20150204,3650,3275,0,3650,300.48
7050,3430,187790,20150205,3780,3400,0,3675,273.12
6906,3360,187790,20150206,3475,3350,0,3430,101.36
7512,3655,187790,20150209,3680,3340,0,3340,127.64
7502,3650,187790,20150210,3980,3560,0,3740,133.73
7461,3630,187790,20150211,3760,3530,0,3650,56.94
7163,3485,187790,20150212,3700,3460,0,3700,78.43
7389,3595,187790,20150213,3685,3475,0,3480,55.77
7194,3500,187790,20150216,3605,3470,0,3470,82.3
7194,3500,187790,20150217,3785,3480,0,3785,26.58
6762,3290,187790,20150223,3505,3250,0,3500,136.64
6413,3120,187790,20150224,3350,3090,0,3345,106.87
6505,3165,187790,20150225,3200,3000,0,3120,102.67
6670,3245,187790,20150226,3285,3185,0,3240,23.33
6783,3300,187790,20150227,3380,3170,0,3380,53.33
6814,3315,187790,20150302,3460,3260,0,3430,63.02
6814,3315,187790,20150303,3440,3265,0,3440,18.64
6629,3225,187790,20150304,3315,3185,0,3315,42.28
6721,3270,187790,20150305,3300,3155,0,3155,25.02
6721,3270,187790,20150306,3335,3170,0,3330,63.53
6783,3300,187790,20150309,3325,3230,0,3230,37.6
6588,3205,187790,20150310,3300,3200,0,3300,49.95
6403,3115,187790,20150311,3215,3115,0,3190,74.15
6783,3300,187790,20150312,3300,3090,0,3090,85
6886,3350,187790,20150313,3555,3210,0,3305,116.55
6639,3230,187790,20150316,3360,3225,0,3350,36.55
6618,3220,187790,20150317,3365,3180,0,3365,61.61
6608,3215,187790,20150318,3330,3185,0,3330,114.08
6752,3285,187790,20150319,3355,3200,0,3200,149.1
6988,3400,187790,20150320,3555,3285,0,3290,130.14
7831,3810,187790,20150323,3910,3400,0,3400,209
7841,3815,187790,20150324,4025,3720,0,3810,196.81
7995,3890,187790,20150325,3980,3710,0,3820,118.49
7934,3860,187790,20150326,3985,3800,0,3890,61.87
7687,3740,187790,20150327,3900,3710,0,3900,44.99
7780,3785,187790,20150330,3865,3705,0,3740,84.65
7708,3750,187790,20150331,3890,3600,0,3890,45.36
7605,3700,187790,20150401,3810,3600,0,3600,19.7
7441,3620,187790,20150402,3780,3545,0,3695,38.02
7605,3700,187790,20150403,3735,3510,0,3655,34.46
7728,3760,187790,20150406,3790,3665,0,3665,32.94
7708,3750,187790,20150407,3785,3650,0,3725,34.83
7584,3690,187790,20150408,3750,3650,0,3710,27.4
7307,3555,187790,20150409,3690,3510,0,3690,82.05
7091,3450,187790,20150410,3585,3320,0,3485,83.66
6588,3205,187790,20150413,3440,3120,0,3210,415.39
6618,3220,187790,20150414,3290,3125,0,3125,90.43
6659,3240,187790,20150415,3300,3195,0,3205,49.53
6659,3240,187790,20150416,3270,3130,0,3270,97.85
6639,3230,187790,20150417,3260,3200,0,3220,41.99
6773,3295,187790,20150420,3345,3180,0,3205,81.46
7091,3450,187790,20150421,3770,3280,0,3385,111.77
6988,3400,187790,20150422,3600,3275,0,3450,70.22
6957,3385,187790,20150423,3760,3300,0,3685,80.68
6814,3315,187790,20150424,3375,3265,0,3355,41.86
6649,3235,187790,20150427,3300,3200,0,3300,45.78
6783,3300,187790,20150428,3365,3190,0,3295,50.82
7800,3795,187790,20150429,3795,3240,0,3300,615.87
6639,3230,187790,20150430,3480,3230,0,3480,1444.83
6043,2940,187790,20150504,3080,2840,0,2840,986.19
5827,2835,187790,20150506,2995,2815,0,2890,369.86
6074,2955,187790,20150507,3075,2750,0,2750,457.95
6310,3070,187790,20150508,3200,2920,0,2920,684.6
6259,3045,187790,20150511,3130,2975,0,3020,220.87
6372,3100,187790,20150512,3180,3035,0,3040,474.04
6392,3110,187790,20150513,3200,3065,0,3100,522.6
6187,3010,187790,20150514,3140,2975,0,3140,238.57
6228,3030,187790,20150515,3065,2975,0,3020,181.16
6218,3025,187790,20150518,3065,2980,0,3000,199.16
6546,3185,187790,20150519,3475,2990,0,2995,1736.73
6731,3275,187790,20150520,3300,3205,0,3210,406.97
6773,3295,187790,20150521,3435,3175,0,3300,316.14
6711,3265,187790,20150522,3345,3250,0,3250,177.68
6659,3240,187790,20150526,3300,3165,0,3300,142.12
6567,3195,187790,20150527,3240,3130,0,3200,147.55
6577,3200,187790,20150528,3250,3150,0,3195,89.77
6259,3045,187790,20150529,3180,3035,0,3110,179.21
6464,3145,187790,20150601,3230,2980,0,3055,148
6433,3130,187790,20150602,3140,3040,0,3040,103.43
6279,3055,187790,20150603,3200,3000,0,3055,205.63
6259,3045,187790,20150604,3135,2980,0,3040,139.22
6248,3040,187790,20150605,3100,3005,0,3005,124.96
6403,3115,187790,20150608,3140,3010,0,3010,265.16
6752,3285,187790,20150609,3345,3110,0,3135,236.58
6731,3275,187790,20150610,3290,3100,0,3290,220.74
6783,3300,187790,20150611,3545,3225,0,3275,496.84
6865,3340,187790,20150612,3380,3270,0,3270,111.51
6536,3180,187790,20150615,3395,3140,0,3395,172.71
6310,3070,187790,20150616,3200,3060,0,3115,106.32
6289,3060,187790,20150617,3100,3005,0,3100,80
6320,3075,187790,20150618,3095,3000,0,3080,96.22
6577,3200,187790,20150619,3265,3020,0,3075,171.04
6742,3280,187790,20150622,3280,3130,0,3280,97.58
6783,3300,187790,20150623,3360,3250,0,3250,121.9
6742,3280,187790,20150624,3325,3195,0,3300,82.23
6269,3050,187790,20150625,3130,2840,0,3020,2061.95
6269,3050,187790,20150626,3105,3035,0,3060,162.89
6228,3030,187790,20150629,3075,2960,0,3050,325.1
6146,2990,187790,20150630,3020,2985,0,3020,100.03
6207,3020,187790,20150701,3050,2970,0,3020,149.19
6403,3115,187790,20150702,3160,3010,0,3040,241.47
6711,3265,187790,20150703,3280,3080,0,3185,542.69
6680,3250,187790,20150706,3320,3170,0,3175,558.97
6413,3120,187790,20150707,3295,3060,0,3295,164.33
6372,3100,187790,20150708,3215,3030,0,3105,162.04
6351,3090,187790,20150709,3160,3020,0,3055,435.24
6361,3095,187790,20150710,3185,3050,0,3130,466.07
6413,3120,187790,20150713,3150,3080,0,3110,214.26
6433,3130,187790,20150714,3175,3080,0,3120,262.76
6495,3160,187790,20150715,3600,3110,0,3190,1752.6
6485,3155,187790,20150716,3205,3055,0,3200,424.45
6577,3200,187790,20150717,3240,3085,0,3165,411.09
6557,3190,187790,20150720,3210,3110,0,3200,422.93
6444,3135,187790,20150721,3190,3100,0,3190,176.28
6341,3085,187790,20150722,3155,3085,0,3130,159.55
6474,3150,187790,20150723,3150,3085,0,3090,103.52
6444,3135,187790,20150724,3170,3110,0,3150,112.06
6403,3115,187790,20150727,3165,3060,0,3130,163.24
6238,3035,187790,20150728,3130,3015,0,3080,236.72
6289,3060,187790,20150729,3120,3030,0,3120,82.82
6166,3000,187790,20150730,3060,2865,0,3060,344.45
6115,2975,187790,20150731,3000,2860,0,2990,55.83
5961,2900,187790,20150803,2960,2865,0,2900,63.59
6002,2920,187790,20150804,2930,2845,0,2845,39.7
5961,2900,187790,20150805,2920,2855,0,2920,42.82
5961,2900,187790,20150806,2950,2895,0,2900,27.23
5950,2895,187790,20150807,2900,2835,0,2900,66.41
5920,2880,187790,20150810,2890,2855,0,2860,18.6
5673,2760,187790,20150811,2880,2730,0,2880,186.84
5447,2650,187790,20150812,2760,2470,0,2760,336.81
5159,2510,187790,20150813,2605,2500,0,2600,125.28
5138,2500,187790,20150817,2595,2500,0,2560,83.42
5416,2635,187790,20150818,2730,2505,0,2520,299.87
5652,2750,187790,20150819,3185,2590,0,2665,1006.93
5580,2715,187790,20150820,2860,2695,0,2820,157.33
5241,2550,187790,20150821,2830,2535,0,2700,179.07
5334,2595,187790,20150824,2605,2300,0,2300,179.39
5231,2545,187790,20150825,2745,2495,0,2590,142.46
5508,2680,187790,20150826,2690,2495,0,2530,224.79
5724,2785,187790,20150827,2860,2745,0,2775,152.52
5508,2680,187790,20150828,2785,2640,0,2730,129.63
5354,2605,187790,20150831,2740,2590,0,2730,103.8
4789,2330,187790,20150901,2550,2250,0,2550,1141.7
4645,2260,187790,20150902,2355,2225,0,2330,250.47
4686,2280,187790,20150903,2445,2250,0,2345,341.59
4645,2260,187790,20150904,2330,2215,0,2285,150.74
4594,2235,187790,20150907,2260,2175,0,2255,160.59
4316,2100,187790,20150908,2290,2095,0,2250,214.96
4440,2160,187790,20150909,2270,1975,0,2130,562.84
4460,2170,187790,20150910,2240,2100,0,2160,183.15
4594,2235,187790,20150911,2260,2150,0,2230,158.28
4604,2240,187790,20150914,2330,2170,0,2235,122.68
4604,2240,187790,20150915,2295,2205,0,2290,118.04
4676,2275,187790,20150916,2320,2235,0,2280,39.89
4697,2285,187790,20150917,2320,2250,0,2275,71.98
4984,2425,187790,20150918,2475,2270,0,2295,228.89
4923,2395,187790,20150921,2455,2355,0,2430,71.98
5015,2440,187790,20150922,2450,2350,0,2450,68.24
4974,2420,187790,20150923,2470,2360,0,2445,88.51
5344,2600,187790,20150924,3080,2470,0,2490,1750.17
5426,2640,187790,20150925,2900,2570,0,2630,564.32
5159,2510,187790,20150930,2640,2495,0,2610,305.45
5262,2560,187790,20151001,2590,2455,0,2510,160.9
5169,2515,187790,20151002,2650,2505,0,2570,170.5
5262,2560,187790,20151005,2565,2460,0,2545,107.13
5272,2565,187790,20151006,2585,2470,0,2540,227.58
5334,2595,187790,20151007,2595,2495,0,2570,148.57
5303,2580,187790,20151008,2855,2580,0,2600,557.57
5272,2565,187790,20151012,2630,2540,0,2545,87.01
5221,2540,187790,20151013,2650,2490,0,2650,156.18
5539,2695,187790,20151014,2880,2540,0,2570,567.36
6053,2945,187790,20151015,2950,2660,0,2660,537.92
6310,3070,187790,20151016,3225,2960,0,2995,1523.03
6372,3100,187790,20151019,3110,2995,0,3105,331.64
6392,3110,187790,20151020,3170,2925,0,3150,639.39
6269,3050,187790,20151021,3165,3025,0,3165,247.56
5961,2900,187790,20151022,3050,2840,0,3010,463.22
5704,2775,187790,20151023,2930,2765,0,2920,215.73
5519,2685,187790,20151026,2890,2680,0,2735,318.54
5221,2540,187790,20151027,2700,2530,0,2680,403.37
5087,2475,187790,20151028,2535,2350,0,2475,816.85
5005,2435,187790,20151029,2520,2430,0,2450,159.6
4768,2320,187790,20151030,2435,2315,0,2415,385.33
4851,2360,187790,20151102,2435,2320,0,2320,156.48
5097,2480,187790,20151103,2545,2335,0,2340,207.93
5015,2440,187790,20151104,2530,2430,0,2530,119.03
4974,2420,187790,20151105,2490,2360,0,2490,157.94
5128,2495,187790,20151106,2625,2325,0,2440,238.39
4635,2255,187790,20151109,2470,2210,0,2450,434.87
4953,2410,187790,20151110,2580,2215,0,2255,490.44
4892,2380,187790,20151111,2505,2280,0,2410,305.82
4810,2340,187790,20151112,2415,2270,0,2415,186.94
4707,2290,187790,20151113,2300,2250,0,2290,114.84
4604,2240,187790,20151116,2310,2120,0,2120,89.29
4584,2230,187790,20151117,2285,2180,0,2200,150.43
4542,2210,187790,20151118,2230,2135,0,2230,196.23
4522,2200,187790,20151119,2220,2155,0,2195,71.76
4532,2205,187790,20151120,2240,2180,0,2240,48.82
4594,2235,187790,20151123,2300,2195,0,2235,58.21
4645,2260,187790,20151124,2305,2235,0,2235,70.39
4635,2255,187790,20151125,2285,2210,0,2285,66.21
4686,2280,187790,20151126,2285,2200,0,2240,106.64
4727,2300,187790,20151127,2320,2265,0,2285,103.79
4727,2300,187790,20151130,2315,2260,0,2315,123.18
4522,2200,187790,20151201,2295,2200,0,2285,151.68
4584,2230,187790,20151202,2260,2190,0,2210,61.18
4470,2175,187790,20151203,2255,2155,0,2255,80.14
4450,2165,187790,20151204,2220,2150,0,2180,53.23
4316,2100,187790,20151207,2185,2090,0,2185,111.11
4100,1995,187790,20151208,2100,1980,0,2100,268.94
3885,1890,187790,20151209,2030,1890,0,1995,199.99
3443,1675,187790,20151210,1880,1640,0,1780,705.73
3669,1785,187790,20151211,1915,1640,0,1675,377.46
3720,1810,187790,20151214,1870,1720,0,1785,96.65
3566,1735,187790,20151215,1815,1710,0,1800,129.09
3453,1680,187790,20151216,1750,1650,0,1735,169.41
3525,1715,187790,20151217,1730,1655,0,1715,112.23
3535,1720,187790,20151218,1720,1660,0,1680,88.19
3525,1715,187790,20151221,1715,1665,0,1705,134.34
3669,1785,187790,20151222,1835,1705,0,1740,172.6
3731,1815,187790,20151223,1850,1745,0,1750,175.35
3731,1815,187790,20151224,1840,1755,0,1830,70.12
3546,1725,187790,20151228,1815,1720,0,1815,98.47
3546,1725,187790,20151229,1765,1705,0,1705,45.93
3587,1745,187790,20151230,1790,1720,0,1730,49.7
3833,1865,187790,20160104,2080,1785,0,1800,906.47
3720,1810,187790,20160105,1895,1780,0,1855,657.36
3987,1940,187790,20160106,1945,1825,0,1875,684.22
3885,1890,187790,20160107,1950,1850,0,1940,266.99
3936,1915,187790,20160108,1915,1825,0,1890,174.15
3802,1850,187790,20160111,1925,1850,0,1925,93.51
3792,1845,187790,20160112,1905,1810,0,1890,103.94
3731,1815,187790,20160113,1900,1815,0,1840,109.41
3576,1740,187790,20160114,1830,1740,0,1805,184.13
3535,1720,187790,20160115,1780,1705,0,1775,187.1
3371,1640,187790,20160118,1790,1630,0,1790,255.03
3381,1645,187790,20160119,1760,1630,0,1660,337.48
3186,1550,187790,20160120,1680,1540,0,1675,220.1
3165,1540,187790,20160121,1600,1500,0,1520,138.5
3206,1560,187790,20160122,1605,1530,0,1530,63.88
3248,1580,187790,20160125,1645,1560,0,1560,92.68
3319,1615,187790,20160126,1630,1565,0,1585,68.47
3309,1610,187790,20160127,1645,1595,0,1640,51.91
3206,1560,187790,20160128,1600,1520,0,1600,209.21
3176,1545,187790,20160129,1575,1520,0,1550,103.18
3196,1555,187790,20160201,1600,1510,0,1575,201.72
3217,1565,187790,20160202,1790,1550,0,1790,1358.85
3114,1515,187790,20160203,1580,1505,0,1575,233.96
3186,1550,187790,20160204,1615,1505,0,1520,439.62
3176,1545,187790,20160205,1575,1530,0,1540,180.12
3042,1480,187790,20160211,1520,1475,0,1505,173.24
2795,1360,187790,20160212,1480,1355,0,1450,449.62
2836,1380,187790,20160215,1430,1350,0,1370,114.05
2857,1390,187790,20160216,1455,1380,0,1400,168.19
2806,1365,187790,20160217,1430,1300,0,1400,383.47
2785,1355,187790,20160218,1390,1315,0,1375,372.3
2785,1355,187790,20160219,1380,1335,0,1335,77.14
2816,1370,187790,20160222,1435,1335,0,1350,222.63
2991,1455,187790,20160223,1720,1400,0,1400,5393.9
2960,1440,187790,20160224,1520,1440,0,1480,1006.55
2908,1415,187790,20160225,1475,1415,0,1460,495.89
2949,1435,187790,20160226,1445,1400,0,1415,331.39
3299,1605,187790,20160229,1800,1440,0,1455,11344.62
3391,1650,187790,20160302,1740,1550,0,1550,2842.53
3350,1630,187790,20160303,1690,1610,0,1655,880.67
3546,1725,187790,20160304,1930,1615,0,1625,5197.72
3535,1720,187790,20160307,1820,1700,0,1720,1249.48
3422,1665,187790,20160308,1740,1640,0,1720,754.39
3463,1685,187790,20160309,1705,1665,0,1665,306
3515,1710,187790,20160310,1765,1690,0,1690,626.24
3525,1715,187790,20160311,1735,1685,0,1715,319.95
3515,1710,187790,20160314,1730,1690,0,1725,253.26
3525,1715,187790,20160315,1810,1695,0,1720,618.34
3432,1670,187790,20160316,1730,1655,0,1710,380.47
3432,1670,187790,20160317,1695,1645,0,1655,219.96
3525,1715,187790,20160318,1730,1680,0,1720,242.64
3535,1720,187790,20160321,1730,1685,0,1730,205.09
3504,1705,187790,20160322,1725,1685,0,1720,176.82
3638,1770,187790,20160323,1810,1685,0,1700,775.8
3546,1725,187790,20160324,1770,1725,0,1755,285.92
3494,1700,187790,20160325,1745,1700,0,1745,200.59
3484,1695,187790,20160328,1725,1685,0,1710,172.91
3515,1710,187790,20160329,1730,1690,0,1705,178.42
3484,1695,187790,20160330,1730,1670,0,1730,221.8
4059,1975,187790,20160331,2145,1745,0,1750,13931.37
3854,1875,187790,20160401,2030,1820,0,1955,3522.09
4090,1990,187790,20160404,2065,1860,0,1890,4125.96
4265,2075,187790,20160405,2155,1965,0,1990,3843.33
4183,2035,187790,20160406,2080,2015,0,2075,807.21
3998,1945,187790,20160407,2055,1930,0,2055,898.61
4100,1995,187790,20160408,2090,1890,0,1945,1609.7
4029,1960,187790,20160411,2050,1960,0,2025,420.81
4100,1995,187790,20160412,2035,1935,0,1960,461.4
4131,2010,187790,20160414,2115,1995,0,2000,671.19
4049,1970,187790,20160415,2035,1960,0,2000,340.22
3987,1940,187790,20160418,1980,1940,0,1980,280.36
3987,1940,187790,20160419,1980,1920,0,1945,227.58
3916,1905,187790,20160420,1970,1900,0,1940,292.93
3916,1905,187790,20160421,1950,1865,0,1905,318.67
3895,1895,187790,20160422,1945,1895,0,1930,198.15
3957,1925,187790,20160425,1940,1890,0,1900,202.99
4111,2000,187790,20160426,2065,1930,0,1940,1186.84
4039,1965,187790,20160427,2005,1965,0,2005,277.52
4244,2065,187790,20160428,2135,1970,0,1990,1854.27
4203,2045,187790,20160429,2075,2005,0,2030,363.38
4059,1975,187790,20160502,2055,1970,0,2040,305.78
3987,1940,187790,20160503,1990,1910,0,1965,359.38
3967,1930,187790,20160504,1955,1915,0,1920,184.39
4049,1970,187790,20160509,1975,1915,0,1915,102.11
4121,2005,187790,20160510,2045,1925,0,1975,292.25
4152,2020,187790,20160511,2050,1995,0,2030,311.81
4121,2005,187790,20160512,2065,1990,0,2030,186.83
4080,1985,187790,20160513,2030,1960,0,2030,185.01
4070,1980,187790,20160516,1995,1940,6.3,1985,132.15
4080,1985,187790,20160517,2010,1955,8.59,2010,142.32
3987,1940,187790,20160518,2000,1900,3.43,1995,247.65
3854,1875,187790,20160519,1930,1870,3.31,1915,189.74
3813,1855,187790,20160520,1920,1800,0,1845,186.84
