adj_prc,cls_prc,code,date,high_prc,low_prc,shtsale_trd_qty,strt_prc,trd_qty
2095,2095,187790,20180830,2195,2095,0,2170,314.61
2130,2130,187790,20180831,2140,2075,2.4,2090,181.25
2130,2130,187790,20180903,2130,2095,0.01,2130,148.58
2165,2165,187790,20180904,2165,2125,0,2145,186.6
2280,2280,187790,20180905,2425,2235,96.13,2385,3097.42
2440,2440,187790,20180906,2495,2235,18.63,2290,1800.12
2440,2440,187790,20180907,2475,2385,7.37,2405,620.95
2380,2380,187790,20180910,2485,2355,4.5,2470,455.92
2380,2380,187790,20180911,2420,2330,3.02,2370,356.3
2450,2450,187790,20180912,2535,2370,18.81,2380,1034.8
2475,2475,187790,20180913,2530,2430,2.21,2440,605.95
2480,2480,187790,20180914,2510,2430,3.23,2460,351.45
2405,2405,187790,20180917,2500,2370,2.15,2500,405.82
2340,2340,187790,20180918,2405,2335,1.2,2405,314.79
2330,2330,187790,20180919,2380,2300,2.35,2340,233.32
2280,2280,187790,20180920,2350,2250,1.2,2310,343.36
2275,2275,187790,20180921,2285,2250,0,2260,124.88
2365,2365,187790,20180927,2435,2280,15.56,2280,352.15
2370,2370,187790,20180928,2420,2345,3.93,2420,236.82
2410,2410,187790,20181001,2450,2360,0.5,2380,360.72
2350,2350,187790,20181002,2465,2350,0,2445,292.63
2265,2265,187790,20181004,2375,2250,2.6,2350,476.05
2275,2275,187790,20181005,2350,2235,3.75,2240,290.08
2215,2215,187790,20181008,2275,2140,0,2275,168.29
2020,2020,187790,20181010,2190,2020,7,2180,448.66
1950,1950,187790,20181011,2020,1880,0.7,1920,260.15
2070,2070,187790,20181012,2070,1920,1.12,1955,169.9
2075,2075,187790,20181015,2155,2050,4.9,2110,199.85
2135,2135,187790,20181016,2185,2100,1.1,2100,119.57
2200,2200,187790,20181017,2210,2160,0,2160,139.34
2160,2160,187790,20181018,2195,2120,0,2195,80.15
2185,2185,187790,20181019,2210,2100,0.01,2135,122.59
2195,2195,187790,20181022,2225,2155,1.93,2225,130.05
2135,2135,187790,20181023,2230,2125,1,2190,147.36
2140,2140,187790,20181024,2230,2115,2.61,2155,229.76
2010,2010,187790,20181025,2110,1905,9.43,2090,513.76
2005,2005,187790,20181026,2070,1905,10.29,2060,288.74
1915,1915,187790,20181029,2030,1885,6.1,2000,228.89
1900,1900,187790,20181030,1950,1785,0.8,1895,417.94
2000,2000,187790,20181031,2015,1885,4.08,1930,227.31
2040,2040,187790,20181101,2100,1990,6.51,2020,702.68
2075,2075,187790,20181102,2120,2050,0.02,2080,206.17
2070,2070,187790,20181105,2090,2030,0.8,2090,187.1
2095,2095,187790,20181106,2135,2050,0.4,2095,224.11
2110,2110,187790,20181107,2265,2090,27.19,2195,1033.73
2155,2155,187790,20181108,2170,2120,0,2150,197.71
2185,2185,187790,20181109,2225,2115,4.77,2225,249.47
2210,2210,187790,20181112,2270,2175,5.44,2190,638.16
2185,2185,187790,20181113,2200,2075,6.88,2175,447.61
2135,2135,187790,20181114,2210,2105,4.22,2160,187.13
2100,2100,187790,20181115,2140,2075,0.8,2125,279.36
2090,2090,187790,20181116,2145,2060,0,2130,229.49
2110,2110,187790,20181119,2135,2080,7.74,2095,251.02
2045,2045,187790,20181120,2100,2025,2.72,2075,284.89
2055,2055,187790,20181121,2125,1980,7.35,2010,376.07
2010,2010,187790,20181122,2080,2000,0.24,2080,215.99
1980,1980,187790,20181123,2040,1975,5.8,2005,188.57
2010,2010,187790,20181126,2020,1980,1.01,1985,82.56
2045,2045,187790,20181127,2070,2000,6.54,2040,293.91
2010,2010,187790,20181128,2065,1975,5.43,2060,337.9
1990,1990,187790,20181129,2035,1990,1.19,2005,163.2
1980,1980,187790,20181130,2015,1965,0.09,1990,110.52
1975,1975,187790,20181203,2000,1970,0.09,1980,217.96
1985,1985,187790,20181204,2005,1965,0.09,2005,186.05
1925,1925,187790,20181205,1985,1925,0.09,1970,204.83
1915,1915,187790,20181206,1990,1905,0.11,1940,159.48
1915,1915,187790,20181207,1960,1900,4.29,1915,130.39
1875,1875,187790,20181210,1905,1830,1.32,1905,219.63
1830,1830,187790,20181211,1895,1795,1.71,1875,342.06
1865,1865,187790,20181212,1865,1800,0.22,1840,111.4
1935,1935,187790,20181213,1940,1870,0.37,1870,126.55
1915,1915,187790,20181214,1955,1900,0.11,1935,93.09
1915,1915,187790,20181217,1960,1880,1.62,1915,114.22
1860,1860,187790,20181218,1945,1860,0.01,1900,128.55
1935,1935,187790,20181219,1935,1850,0.66,1890,152.62
1915,1915,187790,20181220,1950,1885,0.01,1935,83.71
1910,1910,187790,20181221,1920,1885,0.01,1915,56.49
1955,1955,187790,20181224,2005,1905,0,1935,531.1
1880,1880,187790,20181226,1950,1875,0.01,1920,172.53
1900,1900,187790,20181227,1930,1890,0.04,1930,64.41
1915,1915,187790,20181228,1925,1895,0,1895,64.31
1930,1930,187790,20190102,1960,1915,0,1925,125.24
1880,1880,187790,20190103,1940,1880,1.1,1905,123.51
2110,2110,187790,20190104,2110,1855,21.99,1860,2541.5
2305,2305,187790,20190107,2480,2115,18.6,2150,5868.94
2330,2330,187790,20190108,2370,2235,7.88,2300,2071.26
2305,2305,187790,20190109,2345,2265,2.8,2300,910.87
2305,2305,187790,20190110,2420,2265,1.25,2360,1600.01
2210,2210,187790,20190111,2325,2180,0.2,2310,845.66
2240,2240,187790,20190114,2355,2210,32.72,2265,1773.49
2220,2220,187790,20190115,2325,2200,4.7,2255,503.28
2300,2300,187790,20190116,2300,2160,7.58,2240,799.67
2260,2260,187790,20190117,2315,2230,5.37,2315,480.41
2250,2250,187790,20190118,2250,2190,6.9,2195,687.66
2310,2310,187790,20190121,2330,2230,2.96,2245,639.22
2360,2360,187790,20190122,2400,2285,9.33,2335,932.43
2300,2300,187790,20190123,2450,2300,6.47,2400,1092.3
2285,2285,187790,20190124,2305,2245,5.91,2300,317.42
2305,2305,187790,20190125,2315,2250,2.11,2300,221.68
2295,2295,187790,20190128,2330,2270,1.01,2310,290.88
2225,2225,187790,20190129,2300,2205,2.19,2295,365.98
2215,2215,187790,20190130,2250,2175,0.42,2250,250.08
2240,2240,187790,20190131,2285,2195,2.1,2245,233.63
2205,2205,187790,20190201,2240,2180,0,2240,195.7
2275,2275,187790,20190207,2295,2175,0,2205,340.75
2340,2340,187790,20190208,2340,2260,0,2270,431.75
2355,2355,187790,20190211,2385,2315,0.19,2365,355.81
2390,2390,187790,20190212,2460,2300,4.81,2360,718.65
2485,2485,187790,20190213,2495,2375,3.12,2375,914.25
2485,2485,187790,20190214,2495,2430,0,2470,277.71
2375,2375,187790,20190215,2520,2335,0.8,2485,593.38
2405,2405,187790,20190218,2420,2330,0,2395,211.2
2470,2470,187790,20190219,2470,2385,1.3,2420,389.28
2430,2430,187790,20190220,2520,2420,4.4,2520,267.63
2440,2440,187790,20190221,2470,2350,5.53,2410,335.53
2460,2460,187790,20190222,2595,2360,31.01,2450,1633.32
2450,2450,187790,20190225,2580,2390,10,2515,1046.73
2390,2390,187790,20190226,2495,2370,2.6,2470,367.92
2385,2385,187790,20190227,2465,2355,4.27,2375,511.36
2285,2285,187790,20190228,2435,2285,1.33,2385,501.67
2430,2430,187790,20190304,2480,2330,0.99,2330,504.37
2465,2465,187790,20190305,2550,2410,24.93,2500,1030.19
2580,2580,187790,20190306,2700,2480,55.79,2500,5533.6
2405,2405,187790,20190307,2565,2405,4.2,2560,1243.43
2505,2505,187790,20190308,2530,2370,7.25,2370,1011.62
2600,2600,187790,20190311,2645,2425,23.3,2490,1652.84
2555,2555,187790,20190312,2670,2530,1.18,2605,1293.75
2485,2485,187790,20190313,2590,2450,4.45,2570,720.46
2465,2465,187790,20190314,2500,2405,0,2485,479.7
2420,2420,187790,20190315,2520,2390,0,2475,553.51
2420,2420,187790,20190318,2455,2410,5.55,2415,326.15
2475,2475,187790,20190319,2480,2405,0.5,2410,443.95
2475,2475,187790,20190319,2480,2405,0.5,2410,443.95
2440,2440,187790,20190320,2555,2410,4.53,2530,387.54
2475,2475,187790,20190321,2520,2410,0.11,2450,448.27
2825,2825,187790,20190322,2915,2465,68.56,2475,10089.16
