% Country: China
% Region: China
% Population: NaN
% Max Latitude: 53.5609
% Max Longitude: 134.7739
% Min Latitude: 18.1613
% Min Longitude: 73.5577
% Year, Month, Day, UTC Hour, PM2.5, PM10_mask, Retrospective
2014	5	16	0	48.32	1.00	1
2014	5	16	1	47.39	1.00	1
2014	5	16	2	47.05	1.00	1
2014	5	16	3	45.72	0.00	1
2014	5	16	4	51.74	0.00	1
2014	5	16	5	57.43	1.00	1
2014	5	16	6	46.07	1.00	1
2014	5	16	7	46.38	1.00	1
2014	5	16	8	51.54	0.00	1
2014	5	16	9	38.86	0.00	1
2014	5	16	10	39.47	0.00	1
2014	5	16	11	38.69	0.00	1
2014	5	16	12	38.85	0.00	1
2014	5	16	13	43.76	0.00	1
2014	5	16	14	47.51	0.00	1
2014	5	16	15	42.51	0.00	1
2014	5	16	16	44.09	0.00	1
2014	5	16	17	46.69	0.00	1
2014	5	16	18	44.08	0.00	1
2014	5	16	19	41.06	0.00	1
2014	5	16	20	39.21	0.00	1
2014	5	16	21	37.91	0.00	1
2014	5	16	22	36.11	0.00	1
2014	5	16	23	35.14	0.00	1
2014	5	17	0	36.47	0.00	1
2014	5	17	1	36.85	0.00	1
2014	5	17	2	35.91	0.00	1
2014	5	17	3	38.24	0.00	1
2014	5	17	4	40.17	0.00	1
2014	5	17	5	42.43	0.00	1
2014	5	17	6	44.65	0.00	1
2014	5	17	7	46.96	0.00	1
2014	5	17	8	45.89	0.00	1
2014	5	17	9	44.75	0.00	1
2014	5	17	10	44.87	0.00	1
2014	5	17	11	44.09	0.00	1
2014	5	17	12	43.57	0.00	1
2014	5	17	13	43.57	0.00	1
2014	5	17	14	43.71	0.00	1
2014	5	17	15	45.69	0.00	1
2014	5	17	16	49.41	0.00	1
2014	5	17	17	50.01	0.00	1
2014	5	17	18	46.92	0.00	1
2014	5	17	19	45.28	0.00	1
2014	5	17	20	44.53	0.00	1
2014	5	17	21	41.46	0.00	1
2014	5	17	22	39.41	0.00	1
2014	5	17	23	38.18	0.00	1
2014	5	18	0	37.82	0.00	1
2014	5	18	1	36.91	0.00	1
2014	5	18	2	37.16	0.00	1
2014	5	18	3	38.37	0.00	1
2014	5	18	4	40.63	0.00	1
2014	5	18	5	44.79	0.00	1
2014	5	18	6	46.76	0.00	1
2014	5	18	7	47.15	0.00	1
2014	5	18	8	47.61	0.00	1
2014	5	18	9	47.97	0.00	1
2014	5	18	10	48.23	0.00	1
2014	5	18	11	47.89	0.00	1
2014	5	18	12	49.80	0.00	1
2014	5	18	13	49.94	0.00	1
2014	5	18	14	49.91	0.00	1
2014	5	18	15	49.07	0.00	1
2014	5	18	16	48.67	0.00	1
2014	5	18	17	49.08	0.00	1
2014	5	18	18	49.04	0.00	1
2014	5	18	19	48.32	0.00	1
2014	5	18	20	46.16	0.00	1
2014	5	18	21	44.28	0.00	1
2014	5	18	22	43.10	0.00	1
2014	5	18	23	43.26	0.00	1
2014	5	19	0	42.46	0.00	1
2014	5	19	1	43.82	0.00	1
2014	5	19	2	45.79	0.00	1
2014	5	19	3	46.95	0.00	1
2014	5	19	4	49.26	0.00	1
2014	5	19	5	50.68	0.00	1
2014	5	19	6	51.16	0.00	1
2014	5	19	7	52.89	0.00	1
2014	5	19	8	53.77	0.00	1
2014	5	19	9	54.72	0.00	1
2014	5	19	10	54.14	0.00	1
2014	5	19	11	52.73	0.00	1
2014	5	19	12	50.49	0.00	1
2014	5	19	13	49.35	0.00	1
2014	5	19	14	49.05	0.00	1
2014	5	19	15	50.05	0.00	1
2014	5	19	16	51.82	0.00	1
2014	5	19	17	55.16	0.00	1
2014	5	19	18	54.38	0.00	1
2014	5	19	19	51.65	0.00	1
2014	5	19	20	48.99	0.00	1
2014	5	19	21	47.44	0.00	1
2014	5	19	22	46.85	0.00	1
2014	5	19	23	46.70	0.00	1
2014	5	20	0	47.64	0.00	1
2014	5	20	1	45.15	0.00	1
2014	5	20	2	46.46	0.00	1
2014	5	20	3	47.70	0.00	1
2014	5	20	4	49.55	0.00	1
2014	5	20	5	51.51	0.00	1
2014	5	20	6	53.73	0.00	1
2014	5	20	7	55.87	0.00	1
2014	5	20	8	56.79	0.00	1
2014	5	20	9	57.46	0.00	1
2014	5	20	10	57.39	0.00	1
2014	5	20	11	58.81	0.00	1
2014	5	20	12	57.47	0.00	1
2014	5	20	13	56.38	0.00	1
2014	5	20	14	55.55	0.00	1
2014	5	20	15	54.35	0.00	1
2014	5	20	16	56.62	0.00	1
2014	5	20	17	59.18	0.00	1
2014	5	20	18	60.61	0.00	1
2014	5	20	19	57.72	0.00	1
2014	5	20	20	54.23	0.00	1
2014	5	20	21	50.17	0.00	1
2014	5	20	22	47.08	0.00	1
2014	5	20	23	44.43	0.00	1
2014	5	21	0	41.45	0.00	1
2014	5	21	1	40.09	0.00	1
2014	5	21	2	40.73	0.00	1
2014	5	21	3	43.00	0.00	1
2014	5	21	4	44.73	0.00	1
2014	5	21	5	47.69	0.00	1
2014	5	21	6	49.82	0.00	1
2014	5	21	7	52.60	0.00	1
2014	5	21	8	53.79	0.00	1
2014	5	21	9	50.87	0.00	1
2014	5	21	10	48.17	0.00	1
2014	5	21	11	45.56	0.00	1
2014	5	21	12	46.63	0.00	1
2014	5	21	13	46.52	0.00	1
2014	5	21	14	46.92	0.00	1
2014	5	21	15	48.50	0.00	1
2014	5	21	16	50.36	0.00	1
2014	5	21	17	53.94	0.00	1
2014	5	21	18	50.89	0.00	1
2014	5	21	19	49.18	0.00	1
2014	5	21	20	46.30	0.00	1
2014	5	21	21	43.21	0.00	1
2014	5	21	22	41.88	0.00	1
2014	5	21	23	39.36	0.00	1
2014	5	22	0	38.45	0.00	1
2014	5	22	1	37.79	0.00	1
2014	5	22	2	37.22	0.00	1
2014	5	22	3	39.12	0.00	1
2014	5	22	4	40.87	0.00	1
2014	5	22	5	43.40	0.00	1
2014	5	22	6	45.91	0.00	1
2014	5	22	7	46.36	0.00	1
2014	5	22	8	47.11	0.00	1
2014	5	22	9	49.30	0.00	1
2014	5	22	10	49.48	0.00	1
2014	5	22	11	49.36	0.00	1
2014	5	22	12	46.65	0.00	1
2014	5	22	13	46.11	0.00	1
2014	5	22	14	46.01	0.00	1
2014	5	22	15	49.70	0.00	1
2014	5	22	16	48.95	0.00	1
2014	5	22	17	48.56	0.00	1
2014	5	22	18	48.10	0.00	1
2014	5	22	19	45.68	0.00	1
